,group_id,member_id,spectrometer,years,dys,month_name
2818,OLP,VXR,B4,2017,0.06458333333333334,February
2819,UWT,ZKC,N4,2018,0.052083333333333336,August
2820,WTV,BTT,N4,2017,0.06458333333333334,April
2821,KDC,PUQ,C5,2020,0.06458333333333334,June
2822,HAE,FUK,C5,2017,0.052083333333333336,September
2823,KJR,JIY,A4,2018,0.010416666666666666,February
2824,KDC,UAC,P6,2019,0.07013888888888889,January
2825,UWT,ZKC,A4,2017,0.02986111111111112,April
2826,GQF,HCJ,A4,2019,0.06458333333333334,January
2827,AVW,CAH,N4,2020,0.034722222222222224,November
2828,UWT,JIG,D7,2019,0.06458333333333334,August
2829,UVC,SXJ,C5,2018,0.07013888888888889,October
2830,NAX,PNX,D7,2017,0.010416666666666666,September
2831,HAE,KFK,N4,2020,0.010416666666666666,December
2832,XSO,AYH,B4,2018,0.06458333333333334,March
2833,LPA,WSU,P6,2018,0.0034722222222222225,March
2834,WTV,ISC,C5,2019,0.02986111111111112,May
2835,WUB,MDZ,P6,2017,0.0034722222222222225,March
2836,UVC,FBV,A4,2019,0.0034722222222222225,August
2837,GQF,HCJ,N4,2020,0.06458333333333334,July
2838,UWT,ZKC,N4,2020,0.02986111111111112,May
2839,KDC,YRX,C5,2018,0.02986111111111112,August
2840,UVC,FWF,D7,2017,0.0034722222222222225,September
2841,BZR,WRH,C5,2019,0.034722222222222224,May
2842,WUB,KSQ,C5,2020,0.034722222222222224,May
2843,OLP,DAD,A4,2018,0.02986111111111112,December
2844,YGH,UNM,P6,2019,0.0034722222222222225,November
2845,KJR,JIY,D7,2019,0.0034722222222222225,April
2846,OLP,VXR,D7,2020,0.010416666666666666,January
2847,KJR,UTQ,A4,2018,0.010416666666666666,February
2848,KJR,CWA,P6,2018,0.07013888888888889,December
2849,UVC,SXJ,N4,2019,0.07013888888888889,April
2850,XSO,FOK,C5,2017,0.034722222222222224,October
2851,KDC,YVJ,C5,2019,0.0034722222222222225,December
2852,UVC,SXJ,B4,2017,0.07013888888888889,April
2853,BZR,WRH,N4,2019,0.052083333333333336,April
2854,GQF,QPF,A4,2017,0.010416666666666666,October
2855,EJO,CYT,D7,2020,0.034722222222222224,February
2856,GQF,QPF,P6,2020,0.07013888888888889,January
2857,PMQ,MTO,C5,2019,0.010416666666666666,June
2858,GMD,DKW,B4,2019,0.010416666666666666,September
2859,WUB,KSQ,B4,2017,0.052083333333333336,June
2860,YGH,OOV,C5,2019,0.07013888888888889,January
2861,HAE,KFK,D7,2018,0.010416666666666666,December
2862,UWT,JIG,P6,2020,0.07013888888888889,September
2863,EJO,ZSP,P6,2020,0.052083333333333336,January
2864,OLP,VXR,B4,2018,0.0034722222222222225,May
2865,LPA,TCK,A4,2019,0.052083333333333336,September
2866,NAX,QIN,B4,2018,0.034722222222222224,March
2867,LPU,JCT,A4,2019,0.06458333333333334,September
2868,VGY,COM,B4,2017,0.0034722222222222225,August
2869,LPA,OTP,C5,2017,0.010416666666666666,November
2870,GQF,IHZ,A4,2018,0.07013888888888889,January
2871,GQF,RAM,B4,2018,0.010416666666666666,October
2872,AVW,CAH,A4,2019,0.034722222222222224,September
2873,KJR,HZX,P6,2017,0.010416666666666666,January
2874,AVW,NMJ,C5,2020,0.034722222222222224,July
2875,EJO,MQX,C5,2020,0.010416666666666666,April
2876,VGY,COM,C5,2019,0.010416666666666666,December
2877,KDC,UAC,N4,2018,0.010416666666666666,June
2878,UVC,VOE,N4,2019,0.06458333333333334,July
2879,PMQ,LGE,C5,2018,0.0034722222222222225,December
2880,PCG,HCQ,C5,2019,0.010416666666666666,January
2881,KJR,JIY,D7,2017,0.06458333333333334,June
2882,OLP,GIB,C5,2020,0.02986111111111112,December
2883,GMD,DKW,D7,2019,0.0034722222222222225,March
2884,GQF,ZOJ,B4,2020,0.010416666666666666,March
2885,PMQ,HWC,B4,2018,0.07013888888888889,August
2886,WTV,ROP,P6,2019,0.0034722222222222225,May
2887,KJR,UTQ,N4,2018,0.052083333333333336,September
2888,WTV,ISC,B4,2017,0.02986111111111112,October
2889,LPU,IPX,N4,2018,0.02986111111111112,March
2890,KDC,YVJ,B4,2017,0.052083333333333336,December
2891,YGH,BTT,D7,2017,0.02986111111111112,April
2892,BZR,TNA,D7,2018,0.06458333333333334,February
2893,KDC,INS,D7,2017,0.02986111111111112,July
2894,HAE,TMH,B4,2017,0.010416666666666666,September
2895,KJR,JIY,B4,2019,0.02986111111111112,May
2896,NAX,QIN,P6,2019,0.010416666666666666,March
2897,XSO,FOK,D7,2018,0.07013888888888889,November
2898,WTV,BTT,P6,2019,0.0034722222222222225,October
2899,VGY,COM,C5,2020,0.02986111111111112,January
2900,WUB,UPN,P6,2018,0.07013888888888889,April
2901,UWT,LKP,D7,2019,0.034722222222222224,December
2902,BZR,TNA,D7,2020,0.02986111111111112,June
2903,XSO,AYH,A4,2017,0.0034722222222222225,December
2904,KDC,UAC,A4,2019,0.02986111111111112,August
2905,PCG,LSM,C5,2019,0.0034722222222222225,September
2906,UWT,LKP,C5,2018,0.0034722222222222225,March
2907,OLP,VXR,P6,2018,0.0034722222222222225,November
2908,HAE,TMH,N4,2019,0.034722222222222224,September
2909,UVC,SXJ,D7,2019,0.010416666666666666,June
2910,VGY,VSZ,D7,2018,0.06458333333333334,March
2911,GMD,DKW,D7,2019,0.07013888888888889,April
2912,PCG,PKK,B4,2018,0.06458333333333334,March
2913,PCG,PKK,C5,2018,0.052083333333333336,October
2914,WTV,BTT,A4,2020,0.034722222222222224,April
2915,GMD,PHU,D7,2020,0.02986111111111112,October
2916,OLP,DAD,B4,2020,0.052083333333333336,January
2917,XSO,AYH,N4,2017,0.0034722222222222225,April
2918,VGY,COM,C5,2018,0.010416666666666666,September
2919,KJR,HZX,A4,2017,0.02986111111111112,December
2920,XSO,AYH,A4,2018,0.052083333333333336,May
2921,KJR,UTQ,C5,2017,0.010416666666666666,April
2922,GNT,RBQ,N4,2017,0.07013888888888889,July
2923,HAE,FUK,P6,2018,0.06458333333333334,July
2924,WUB,KSQ,P6,2019,0.02986111111111112,March
2925,KDC,YVJ,A4,2019,0.02986111111111112,November
2926,LPU,JCT,D7,2018,0.034722222222222224,March
2927,BZR,BZO,A4,2019,0.010416666666666666,February
2928,GMD,DKW,B4,2019,0.034722222222222224,October
2929,EJO,CYT,C5,2018,0.0034722222222222225,April
2930,UWT,ZKC,P6,2017,0.052083333333333336,February
2931,LPA,OTP,C5,2018,0.06458333333333334,January
2932,GNT,AEO,A4,2018,0.0034722222222222225,May
2933,LPA,WSU,B4,2017,0.034722222222222224,February
2934,YGH,UNM,P6,2019,0.06458333333333334,March
2935,HAE,FUK,B4,2018,0.010416666666666666,November
2936,VGY,III,C5,2017,0.07013888888888889,May
2937,GMD,CIS,N4,2020,0.034722222222222224,May
2938,AVW,NMJ,C5,2019,0.052083333333333336,May
2939,BZR,WRH,B4,2017,0.06458333333333334,September
2940,WTV,PBM,D7,2018,0.07013888888888889,November
2941,LPA,TCK,B4,2020,0.034722222222222224,March
2942,WUB,CER,A4,2019,0.010416666666666666,July
2943,AVW,EPL,C5,2019,0.07013888888888889,July
2944,NAX,ULS,A4,2017,0.010416666666666666,February
2945,KDC,PUQ,A4,2018,0.06458333333333334,December
2946,PMQ,MTO,B4,2019,0.010416666666666666,February
2947,GQF,RAM,P6,2018,0.034722222222222224,February
2948,GNT,CBW,B4,2019,0.052083333333333336,March
2949,UWT,ZKC,D7,2017,0.06458333333333334,March
2950,WUB,GJR,C5,2020,0.052083333333333336,May
2951,YGH,OOV,P6,2019,0.010416666666666666,December
2952,BZR,WRH,C5,2018,0.010416666666666666,January
2953,LPU,NAB,C5,2017,0.010416666666666666,September
2954,AVW,ISA,P6,2020,0.052083333333333336,November
2955,NAX,XGT,D7,2020,0.052083333333333336,August
2956,PMQ,HWC,A4,2018,0.02986111111111112,November
2957,GMD,CIS,B4,2020,0.06458333333333334,November
2958,WUB,MDZ,P6,2018,0.010416666666666666,January
2959,XSO,AYH,C5,2018,0.0034722222222222225,November
2960,UVC,FBV,D7,2018,0.02986111111111112,January
2961,WTV,PBM,B4,2020,0.02986111111111112,March
2962,LPU,JCT,P6,2018,0.010416666666666666,June
2963,HAE,JPQ,B4,2017,0.07013888888888889,April
2964,YGH,WPH,N4,2020,0.034722222222222224,December
2965,KJR,XZZ,B4,2017,0.06458333333333334,June
2966,BZR,BZO,C5,2020,0.052083333333333336,July
2967,NAX,PNX,P6,2020,0.052083333333333336,October
2968,NAX,PNX,D7,2020,0.034722222222222224,September
2969,WUB,UPN,N4,2020,0.06458333333333334,July
2970,UVC,FWF,A4,2020,0.052083333333333336,August
2971,KDC,YRX,N4,2020,0.0034722222222222225,January
2972,HAE,JOU,A4,2019,0.010416666666666666,April
2973,LPA,WSU,D7,2019,0.06458333333333334,September
2974,PCG,LSM,D7,2019,0.010416666666666666,August
2975,LPU,NAB,P6,2017,0.034722222222222224,February
2976,GMD,HWX,C5,2017,0.010416666666666666,May
2977,PCG,HCQ,A4,2018,0.010416666666666666,December
2978,EJO,ZSP,B4,2017,0.02986111111111112,July
2979,KJR,CWA,P6,2018,0.052083333333333336,November
2980,WTV,XFS,A4,2020,0.06458333333333334,November
2981,PCG,HCQ,N4,2020,0.0034722222222222225,April
2982,WUB,GJR,B4,2017,0.02986111111111112,December
2983,PCG,PKK,P6,2018,0.010416666666666666,June
2984,GMD,HWX,P6,2019,0.010416666666666666,October
2985,BZR,BZO,D7,2017,0.0034722222222222225,May
2986,PMQ,HWC,A4,2020,0.06458333333333334,September
2987,KDC,YRX,A4,2018,0.034722222222222224,December
2988,LPA,RZE,P6,2019,0.02986111111111112,January
2989,OLP,VXR,B4,2017,0.07013888888888889,August
2990,EJO,OCF,D7,2020,0.0034722222222222225,September
2991,OLP,VXR,D7,2018,0.052083333333333336,April
2992,PMQ,PTJ,P6,2017,0.034722222222222224,October
2993,HAE,JOU,P6,2018,0.06458333333333334,February
2994,KJR,CWA,B4,2018,0.052083333333333336,February
2995,LPA,EFZ,P6,2018,0.02986111111111112,May
2996,BZR,TNA,N4,2017,0.06458333333333334,September
2997,HAE,FUK,P6,2017,0.02986111111111112,May
2998,GMD,CIS,P6,2019,0.07013888888888889,July
2999,KJR,HZX,C5,2020,0.02986111111111112,October
3000,KDC,INS,P6,2020,0.0034722222222222225,February
3001,GNT,IEZ,A4,2020,0.034722222222222224,October
3002,YGH,WPH,N4,2020,0.034722222222222224,April
3003,LPA,EFZ,C5,2018,0.06458333333333334,September
3004,UWT,JIG,B4,2017,0.02986111111111112,January
3005,YGH,UNM,B4,2020,0.034722222222222224,September
3006,PCG,LSM,A4,2017,0.034722222222222224,July
3007,YGH,BTT,C5,2018,0.06458333333333334,November
3008,UWT,XHC,N4,2017,0.02986111111111112,July
3009,OLP,YPT,N4,2018,0.07013888888888889,December
3010,AVW,EPL,B4,2017,0.06458333333333334,October
3011,UVC,SXJ,B4,2020,0.07013888888888889,December
3012,UWT,ZKC,B4,2018,0.07013888888888889,July
3013,LPA,RZE,D7,2020,0.06458333333333334,December
3014,KDC,UAC,A4,2018,0.07013888888888889,February
3015,VGY,III,N4,2017,0.052083333333333336,July
3016,HAE,JOU,A4,2019,0.034722222222222224,February
3017,OLP,VXR,N4,2017,0.034722222222222224,August
3018,WTV,BTT,P6,2019,0.0034722222222222225,September
3019,PCG,HCQ,D7,2018,0.02986111111111112,December
3020,WTV,XFS,C5,2020,0.07013888888888889,August
3021,XSO,AYH,A4,2019,0.0034722222222222225,March
3022,OLP,VXR,C5,2019,0.0034722222222222225,January
3023,NAX,QIN,B4,2019,0.07013888888888889,November
3024,YGH,BTT,D7,2020,0.034722222222222224,January
3025,HAE,FUK,B4,2017,0.052083333333333336,January
3026,WTV,XFS,D7,2017,0.06458333333333334,February
3027,NAX,ULS,D7,2019,0.010416666666666666,October
3028,WTV,ISC,P6,2020,0.034722222222222224,October
3029,BZR,WRH,A4,2018,0.010416666666666666,June
3030,GQF,ZOJ,N4,2020,0.07013888888888889,March
3031,PMQ,MTO,A4,2020,0.07013888888888889,March
3032,YGH,OOV,C5,2019,0.06458333333333334,January
3033,NAX,XGT,A4,2019,0.02986111111111112,June
3034,GNT,KFZ,D7,2018,0.052083333333333336,March
3035,PCG,KJC,D7,2020,0.052083333333333336,August
3036,VGY,III,N4,2020,0.06458333333333334,June
3037,PCG,KJC,A4,2017,0.052083333333333336,September
3038,PCG,HCQ,D7,2019,0.07013888888888889,April
3039,LPU,NAB,B4,2020,0.07013888888888889,April
3040,BZR,TNA,P6,2020,0.052083333333333336,January
3041,PMQ,HWC,D7,2018,0.07013888888888889,November
3042,BZR,WRH,B4,2019,0.06458333333333334,September
3043,OLP,VXR,P6,2018,0.034722222222222224,June
3044,UWT,LKP,D7,2018,0.07013888888888889,June
3045,NAX,ULS,B4,2019,0.052083333333333336,January
3046,HAE,JPQ,N4,2019,0.06458333333333334,November
3047,OLP,LIJ,P6,2018,0.052083333333333336,September
3048,KDC,INS,N4,2018,0.06458333333333334,April
3049,OLP,GIB,C5,2018,0.052083333333333336,June
3050,UWT,QJJ,N4,2020,0.0034722222222222225,June
3051,AVW,UZA,C5,2018,0.06458333333333334,April
3052,KDC,INS,D7,2018,0.052083333333333336,July
3053,NAX,QIN,P6,2019,0.010416666666666666,September
3054,XSO,ZEJ,A4,2017,0.02986111111111112,June
3055,UVC,SXJ,N4,2019,0.07013888888888889,September
3056,BZR,WRH,A4,2017,0.07013888888888889,June
3057,VGY,COM,C5,2019,0.07013888888888889,April
3058,YGH,OOV,N4,2017,0.02986111111111112,August
3059,EJO,OCF,P6,2020,0.034722222222222224,January
3060,YGH,SPM,A4,2018,0.034722222222222224,March
3061,WTV,PBM,A4,2017,0.02986111111111112,September
3062,PMQ,PTJ,N4,2017,0.07013888888888889,May
3063,LPA,WSU,D7,2019,0.06458333333333334,April
3064,LPA,WSU,B4,2019,0.0034722222222222225,November
3065,EJO,MQX,B4,2017,0.02986111111111112,October
3066,GNT,AEO,N4,2019,0.02986111111111112,January
3067,VGY,III,N4,2018,0.052083333333333336,July
3068,AVW,EPL,D7,2017,0.010416666666666666,November
3069,WUB,GJR,N4,2017,0.052083333333333336,December
3070,WUB,UPN,D7,2017,0.07013888888888889,March
3071,UWT,LKP,A4,2019,0.010416666666666666,June
3072,EJO,ZSP,D7,2017,0.010416666666666666,November
3073,UVC,SXJ,C5,2018,0.010416666666666666,November
3074,UVC,VOE,C5,2017,0.034722222222222224,April
3075,HAE,KFK,P6,2018,0.010416666666666666,August
3076,WTV,ROP,N4,2018,0.0034722222222222225,June
3077,UWT,JIG,A4,2018,0.07013888888888889,October
3078,KJR,UTQ,D7,2019,0.010416666666666666,April
3079,NAX,MPB,N4,2018,0.07013888888888889,February
3080,EJO,CYT,P6,2020,0.02986111111111112,October
3081,GMD,CIS,B4,2018,0.02986111111111112,April
3082,AVW,NMJ,B4,2019,0.052083333333333336,November
3083,YGH,UNM,C5,2019,0.010416666666666666,December
3084,BZR,BZO,B4,2017,0.0034722222222222225,December
3085,UWT,JIG,B4,2020,0.0034722222222222225,April
3086,BZR,WRH,B4,2017,0.034722222222222224,September
3087,PMQ,OUX,A4,2018,0.06458333333333334,November
3088,EJO,OCF,C5,2019,0.052083333333333336,November
3089,HAE,FUK,C5,2020,0.034722222222222224,December
3090,LPA,WSU,N4,2020,0.02986111111111112,May
3091,VGY,VSZ,D7,2018,0.052083333333333336,December
3092,KDC,PUQ,D7,2018,0.010416666666666666,January
3093,LPA,EFZ,B4,2017,0.02986111111111112,November
3094,AVW,EPL,C5,2018,0.07013888888888889,March
3095,BZR,BZO,A4,2018,0.07013888888888889,September
3096,KJR,UTQ,A4,2017,0.07013888888888889,April
3097,BZR,WRH,A4,2018,0.010416666666666666,July
3098,LPA,TCK,P6,2018,0.0034722222222222225,March
3099,OLP,YPT,C5,2017,0.02986111111111112,May
3100,GNT,CBW,N4,2017,0.07013888888888889,June
3101,XSO,ZEJ,D7,2019,0.010416666666666666,September
3102,NAX,XGT,A4,2018,0.0034722222222222225,July
3103,LPU,FLO,P6,2017,0.034722222222222224,May
3104,GMD,CIS,C5,2018,0.02986111111111112,February
3105,KJR,XZZ,D7,2017,0.02986111111111112,November
3106,EJO,ZSP,B4,2018,0.010416666666666666,October
3107,KDC,UAC,D7,2018,0.06458333333333334,February
3108,HAE,TMH,B4,2020,0.034722222222222224,October
3109,LPU,NAB,D7,2017,0.02986111111111112,January
3110,LPU,IPX,A4,2020,0.034722222222222224,June
3111,WTV,BTT,B4,2018,0.034722222222222224,April
3112,KJR,CWA,N4,2017,0.07013888888888889,January
3113,YGH,OOV,D7,2020,0.02986111111111112,August
3114,KJR,CWA,C5,2019,0.0034722222222222225,December
3115,PMQ,HWC,B4,2018,0.010416666666666666,July
3116,LPU,IPX,P6,2019,0.010416666666666666,December
3117,AVW,EPL,B4,2018,0.010416666666666666,February
3118,XSO,RRV,P6,2018,0.010416666666666666,November
3119,KDC,UAC,C5,2020,0.052083333333333336,August
3120,NAX,QIN,C5,2017,0.0034722222222222225,July
3121,WTV,ROP,B4,2018,0.02986111111111112,November
3122,PMQ,HWC,B4,2019,0.010416666666666666,May
3123,KJR,HZX,D7,2020,0.034722222222222224,September
3124,WUB,GJR,N4,2019,0.0034722222222222225,September
3125,KDC,PUQ,N4,2018,0.052083333333333336,September
3126,OLP,LIJ,C5,2019,0.0034722222222222225,February
3127,XSO,FOK,C5,2018,0.034722222222222224,November
3128,KJR,CWA,D7,2017,0.010416666666666666,September
3129,XSO,SWX,B4,2020,0.07013888888888889,April
3130,BZR,YIR,C5,2019,0.06458333333333334,November
3131,KDC,INS,A4,2020,0.034722222222222224,December
3132,AVW,CAH,N4,2020,0.02986111111111112,December
3133,BZR,TNA,A4,2020,0.0034722222222222225,August
3134,GMD,PHU,C5,2017,0.0034722222222222225,March
3135,HAE,TMH,A4,2019,0.07013888888888889,February
3136,GQF,QPF,C5,2017,0.052083333333333336,March
3137,GNT,CBW,B4,2018,0.052083333333333336,September
3138,KJR,JIY,N4,2020,0.06458333333333334,May
3139,GQF,RAM,A4,2018,0.052083333333333336,March
3140,WUB,KSQ,A4,2017,0.034722222222222224,December
3141,YGH,UNM,P6,2017,0.052083333333333336,February
3142,OLP,VXR,A4,2017,0.034722222222222224,May
3143,HAE,JOU,A4,2019,0.06458333333333334,January
3144,BZR,WRH,D7,2018,0.07013888888888889,September
3145,HAE,KFK,P6,2019,0.07013888888888889,May
3146,PMQ,LGE,D7,2020,0.052083333333333336,September
3147,XSO,FOK,C5,2019,0.0034722222222222225,November
3148,KDC,YVJ,P6,2020,0.010416666666666666,May
3149,BZR,BZO,P6,2018,0.052083333333333336,October
3150,YGH,UNM,D7,2018,0.02986111111111112,November
3151,EJO,MQX,D7,2017,0.034722222222222224,September
3152,LPA,RZE,P6,2017,0.0034722222222222225,January
3153,GMD,SOQ,N4,2017,0.02986111111111112,July
3154,PMQ,MTO,P6,2017,0.07013888888888889,September
3155,KJR,XZZ,N4,2020,0.034722222222222224,April
3156,GQF,RAM,P6,2020,0.010416666666666666,July
3157,WTV,PBM,B4,2020,0.010416666666666666,December
3158,GMD,DKW,N4,2020,0.052083333333333336,September
3159,YGH,OOV,C5,2019,0.034722222222222224,June
3160,GMD,HWX,B4,2019,0.02986111111111112,June
3161,WTV,BTT,B4,2018,0.010416666666666666,August
3162,UVC,FBV,A4,2017,0.07013888888888889,October
3163,EJO,QED,A4,2019,0.010416666666666666,April
3164,XSO,FOK,P6,2017,0.06458333333333334,January
3165,OLP,LIJ,C5,2020,0.02986111111111112,December
3166,KJR,CWA,P6,2019,0.010416666666666666,February
3167,WUB,UPN,N4,2017,0.06458333333333334,March
3168,KDC,YRX,A4,2019,0.07013888888888889,November
3169,WUB,CER,P6,2019,0.0034722222222222225,May
3170,KJR,XZZ,C5,2017,0.052083333333333336,November
3171,EJO,MQX,D7,2017,0.02986111111111112,June
3172,WTV,ROP,C5,2018,0.02986111111111112,June
3173,YGH,OOV,C5,2019,0.06458333333333334,June
3174,EJO,ZSP,P6,2018,0.06458333333333334,August
3175,UWT,QJJ,N4,2017,0.06458333333333334,September
3176,NAX,MPB,C5,2018,0.010416666666666666,August
3177,GQF,RAM,B4,2020,0.034722222222222224,March
3178,YGH,SPM,N4,2017,0.052083333333333336,April
3179,PMQ,OUX,C5,2017,0.034722222222222224,June
3180,LPU,IPX,P6,2017,0.0034722222222222225,February
3181,VGY,COM,C5,2019,0.010416666666666666,October
3182,LPA,EFZ,P6,2019,0.0034722222222222225,June
3183,AVW,CAH,C5,2018,0.07013888888888889,July
3184,UWT,XHC,A4,2020,0.06458333333333334,September
3185,BZR,YIR,P6,2019,0.07013888888888889,April
3186,BZR,BZO,P6,2018,0.07013888888888889,December
3187,UVC,SXJ,P6,2018,0.010416666666666666,March
3188,KDC,INS,N4,2017,0.034722222222222224,February
3189,WTV,BTT,B4,2020,0.052083333333333336,October
3190,GQF,QPF,C5,2020,0.010416666666666666,April
3191,LPA,EFZ,D7,2018,0.034722222222222224,February
3192,BZR,WRH,C5,2020,0.02986111111111112,January
3193,GQF,ZOJ,N4,2020,0.034722222222222224,November
3194,PCG,LSM,N4,2019,0.06458333333333334,January
3195,BZR,BZO,P6,2019,0.034722222222222224,May
3196,EJO,MQX,B4,2020,0.0034722222222222225,February
3197,LPA,RZE,N4,2017,0.06458333333333334,September
3198,LPU,NAB,D7,2017,0.07013888888888889,August
3199,YGH,WPH,A4,2019,0.06458333333333334,October
3200,PCG,HCQ,N4,2017,0.0034722222222222225,September
3201,UWT,XHC,N4,2018,0.07013888888888889,February
3202,KDC,YVJ,A4,2020,0.02986111111111112,December
3203,VGY,USL,N4,2019,0.034722222222222224,November
3204,UVC,SXJ,A4,2020,0.010416666666666666,November
3205,PMQ,OUX,N4,2018,0.010416666666666666,February
3206,UVC,ZQC,P6,2019,0.07013888888888889,June
3207,LPU,FLO,N4,2018,0.02986111111111112,December
3208,LPA,TCK,D7,2019,0.07013888888888889,February
3209,NAX,PNX,D7,2019,0.010416666666666666,July
3210,YGH,WPH,C5,2018,0.0034722222222222225,May
3211,EJO,QED,C5,2017,0.010416666666666666,August
3212,AVW,EPL,P6,2020,0.06458333333333334,October
3213,GNT,AEO,B4,2018,0.02986111111111112,November
3214,KJR,XZZ,P6,2019,0.0034722222222222225,June
3215,NAX,ULS,A4,2018,0.052083333333333336,May
3216,GQF,RAM,B4,2020,0.034722222222222224,August
3217,GNT,AEO,B4,2020,0.0034722222222222225,March
3218,VGY,USL,B4,2019,0.02986111111111112,April
3219,GQF,ZOJ,C5,2019,0.052083333333333336,September
3220,EJO,MQX,D7,2020,0.010416666666666666,November
3221,AVW,NMJ,C5,2020,0.052083333333333336,January
3222,HAE,JOU,B4,2017,0.06458333333333334,October
3223,UVC,FBV,C5,2018,0.02986111111111112,November
3224,UWT,ZKC,B4,2020,0.02986111111111112,May
3225,BZR,IKA,N4,2017,0.07013888888888889,July
3226,YGH,OOV,C5,2019,0.07013888888888889,February
3227,NAX,MPB,C5,2018,0.034722222222222224,June
3228,YGH,OOV,P6,2020,0.07013888888888889,September
3229,YGH,BTT,B4,2018,0.052083333333333336,September
3230,XSO,FOK,B4,2019,0.034722222222222224,November
3231,PCG,LSM,B4,2018,0.07013888888888889,May
3232,GNT,IEZ,D7,2019,0.07013888888888889,October
3233,GMD,HWX,B4,2020,0.07013888888888889,November
3234,PCG,LSM,D7,2017,0.052083333333333336,September
3235,PCG,HCQ,C5,2020,0.07013888888888889,March
3236,YGH,UNM,C5,2020,0.06458333333333334,February
3237,NAX,ULS,N4,2018,0.010416666666666666,June
3238,UVC,VOE,D7,2017,0.02986111111111112,May
3239,XSO,AYH,P6,2019,0.0034722222222222225,March
3240,AVW,CAH,D7,2018,0.02986111111111112,October
3241,AVW,EPL,D7,2019,0.06458333333333334,November
3242,UVC,SXJ,D7,2017,0.010416666666666666,December
3243,GMD,CIS,P6,2017,0.052083333333333336,August
3244,UVC,VOE,A4,2020,0.0034722222222222225,June
3245,LPA,OTP,N4,2018,0.06458333333333334,February
3246,KDC,YVJ,N4,2018,0.02986111111111112,August
3247,GMD,HWX,N4,2017,0.02986111111111112,February
3248,LPA,OTP,D7,2017,0.034722222222222224,November
3249,WTV,XFS,C5,2017,0.034722222222222224,August
3250,VGY,USL,P6,2019,0.06458333333333334,June
3251,LPA,WSU,P6,2018,0.06458333333333334,August
3252,NAX,QIN,N4,2017,0.034722222222222224,January
3253,LPU,FLO,C5,2018,0.052083333333333336,May
3254,OLP,GIB,D7,2017,0.02986111111111112,April
3255,UVC,ZQC,C5,2019,0.07013888888888889,January
3256,VGY,COM,D7,2017,0.02986111111111112,December
3257,OLP,YPT,P6,2020,0.052083333333333336,August
3258,GQF,IHZ,C5,2019,0.02986111111111112,July
3259,HAE,JPQ,A4,2019,0.034722222222222224,June
3260,NAX,XGT,D7,2017,0.0034722222222222225,February
3261,GQF,IHZ,A4,2019,0.07013888888888889,December
3262,VGY,III,D7,2019,0.0034722222222222225,November
3263,VGY,III,B4,2020,0.06458333333333334,May
3264,UVC,VOE,B4,2018,0.034722222222222224,December
3265,NAX,QIN,N4,2017,0.07013888888888889,October
3266,HAE,TMH,P6,2019,0.06458333333333334,March
3267,WUB,KSQ,P6,2020,0.052083333333333336,April
3268,KDC,INS,C5,2017,0.07013888888888889,March
3269,KJR,JIY,B4,2019,0.034722222222222224,July
3270,GQF,QPF,P6,2019,0.06458333333333334,October
3271,XSO,FOK,D7,2017,0.010416666666666666,October
3272,XSO,SWX,N4,2018,0.07013888888888889,January
3273,LPU,FLO,B4,2018,0.06458333333333334,October
3274,LPU,NAB,P6,2020,0.02986111111111112,October
3275,WTV,XFS,N4,2020,0.010416666666666666,May
3276,AVW,ISA,N4,2018,0.07013888888888889,October
3277,WUB,KSQ,N4,2020,0.034722222222222224,December
3278,VGY,USL,B4,2019,0.07013888888888889,March
3279,LPU,FLO,A4,2019,0.0034722222222222225,November
3280,YGH,BTT,C5,2017,0.034722222222222224,July
3281,KDC,PUQ,A4,2017,0.052083333333333336,June
3282,GMD,CIS,P6,2018,0.0034722222222222225,October
3283,YGH,WPH,P6,2019,0.052083333333333336,April
3284,VGY,USL,A4,2020,0.0034722222222222225,July
3285,BZR,IKA,N4,2017,0.06458333333333334,November
3286,GMD,SOQ,N4,2017,0.02986111111111112,April
3287,YGH,OOV,D7,2017,0.06458333333333334,August
3288,LPA,RZE,P6,2018,0.06458333333333334,September
3289,GMD,SOQ,D7,2020,0.06458333333333334,March
3290,GNT,CBW,N4,2017,0.034722222222222224,April
3291,YGH,BTT,D7,2020,0.0034722222222222225,August
3292,GQF,IHZ,A4,2017,0.02986111111111112,January
3293,EJO,CYT,A4,2020,0.034722222222222224,July
3294,EJO,OCF,N4,2019,0.034722222222222224,July
3295,KDC,UAC,A4,2017,0.034722222222222224,January
3296,HAE,JPQ,A4,2019,0.010416666666666666,January
3297,GQF,IHZ,N4,2020,0.0034722222222222225,April
3298,VGY,USL,P6,2017,0.07013888888888889,February
3299,UVC,SXJ,A4,2019,0.034722222222222224,May
3300,GNT,KFZ,D7,2018,0.02986111111111112,June
3301,GMD,DKW,D7,2018,0.07013888888888889,April
3302,AVW,CAH,D7,2017,0.02986111111111112,May
3303,VGY,USL,P6,2018,0.034722222222222224,June
3304,KJR,HZX,B4,2017,0.0034722222222222225,August
3305,GMD,DKW,B4,2020,0.0034722222222222225,November
3306,UWT,QJJ,B4,2017,0.07013888888888889,May
3307,KDC,UAC,P6,2019,0.052083333333333336,July
3308,GNT,KFZ,D7,2017,0.0034722222222222225,August
3309,OLP,YPT,D7,2019,0.010416666666666666,October
3310,XSO,FOK,B4,2019,0.07013888888888889,June
